Date,Exercise,Type,Exercise Calories,Exercise Minutes,Sets,Reps Per Set,Kilograms,Steps,Note
2021-09-17,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,4978,
2021-09-18,Garmin Connect calorie adjustment,Cardio,274.0,1,,,,2694,
2021-09-19,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,3300,
2021-09-20,"Aerobics, general",Cardio,923.0,87,,,,,
2021-09-20,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,6953,
2021-09-21,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,1314,
2021-09-22,"Aerobics, general",Cardio,775.0,57,,,,,
2021-09-22,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,2932,
2021-09-23,Leg Press,Strength,,,4,10,360.0,,
2021-09-23,Lunge,Strength,,,4,10,50.0,,
2021-09-24,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,3218,
2021-09-25,"Aerobics, general",Cardio,685.0,51,,,,,
2021-09-25,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,8345,
2021-09-26,"Aerobics, general",Cardio,432.0,32,,,,,
2021-09-26,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,2867,
2021-09-27,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,1619,
2021-09-28,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,606,
2021-09-29,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,1044,
2021-09-30,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,9609,
2021-10-01,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,4660,
2021-10-02,"Aerobics, general",Cardio,774.0,60,,,,,
2021-10-02,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,3683,
2021-10-03,"Aerobics, general",Cardio,836.0,62,,,,,
2021-10-03,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,2681,
2021-10-04,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,1673,
2021-10-05,Garmin Connect calorie adjustment,Cardio,163.0,1,,,,3552,
2021-10-06,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,1652,
2021-10-07,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,632,
2021-10-08,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,1583,
2021-10-09,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,6726,
2021-10-10,"Aerobics, general",Cardio,626.0,53,,,,,
2021-10-10,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,11461,
2021-10-11,"Aerobics, general",Cardio,677.0,52,,,,,
2021-10-11,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,2997,
2021-10-12,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,594,
2021-10-13,Garmin Connect calorie adjustment,Cardio,294.0,1,,,,2247,
2021-10-14,Garmin Connect calorie adjustment,Cardio,186.0,1,,,,3803,
2021-10-15,Garmin Connect calorie adjustment,Cardio,211.0,1,,,,2838,
2021-10-18,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,1364,
2021-10-19,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,1356,
2021-11-12,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,996,
2021-11-13,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,300,
2021-11-15,Elliptical Trainer,Cardio,281.0,21,,,,,
2021-11-15,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,2602,
2021-11-16,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,6716,
2021-11-17,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,2047,
2021-11-18,"Aerobics, general",Cardio,734.0,57,,,,,
2021-11-18,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,4694,
2021-11-19,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,2335,
2021-11-20,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,4024,
2021-11-21,"Aerobics, general",Cardio,350.0,25,,,,,
2021-11-21,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,3528,
2021-11-22,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,730,
2021-11-23,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,4788,
2021-11-24,"Aerobics, general",Cardio,682.0,57,,,,,
2021-11-24,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,4070,
2021-11-25,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,4101,
2021-11-26,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,1078,
2021-11-27,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,6236,
2021-11-28,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,800,
2021-11-29,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,716,
2021-11-30,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,3574,
2021-12-02,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,1278,
2021-12-03,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,605,
2021-12-04,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,722,
2022-02-06,"Aerobics, general",Cardio,354.0,26,,,,,
2022-02-06,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,6106,
2022-02-07,"Aerobics, general",Cardio,465.0,80,,,,,
2022-02-07,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,7186,
2022-02-08,"Aerobics, general",Cardio,712.0,55,,,,,
2022-02-08,"Aerobics, general",Cardio,772.0,89,,,,,
2022-02-08,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,6620,
2022-02-09,Garmin Connect calorie adjustment,Cardio,33.0,1,,,,3679,
2022-02-10,"Aerobics, general",Cardio,695.0,60,,,,,
2022-02-10,"Aerobics, general",Cardio,811.0,115,,,,,
2022-02-10,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,7129,
2022-02-11,"Aerobics, general",Cardio,617.0,90,,,,,
2022-02-11,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,2422,
2022-02-12,"Aerobics, general",Cardio,504.0,53,,,,,
2022-02-12,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,6323,
2022-02-13,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,351,
2022-02-14,"Aerobics, general",Cardio,646.0,52,,,,,
2022-02-14,"Aerobics, general",Cardio,566.0,61,,,,,
2022-02-14,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,7567,
2022-02-15,"Aerobics, general",Cardio,901.0,118,,,,,
2022-02-15,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,3392,
2022-02-16,"Aerobics, general",Cardio,749.0,63,,,,,
2022-02-16,"Aerobics, general",Cardio,731.0,102,,,,,
2022-02-16,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,7322,
2022-02-17,"Aerobics, general",Cardio,789.0,110,,,,,
2022-02-17,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,3035,
2022-02-18,Garmin Connect calorie adjustment,Cardio,17.0,1,,,,3986,
2022-02-19,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,3112,
2022-02-20,"Aerobics, general",Cardio,587.0,76,,,,,
2022-02-20,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,8717,
2022-02-21,"Aerobics, general",Cardio,300.0,23,,,,,
2022-02-21,"Aerobics, general",Cardio,640.0,48,,,,,
2022-02-21,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,8214,
2022-02-22,"Aerobics, general",Cardio,772.0,93,,,,,
2022-02-22,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,2531,
2022-02-23,"Aerobics, general",Cardio,614.0,69,,,,,
2022-02-23,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,3027,
2022-02-24,"Aerobics, general",Cardio,714.0,59,,,,,
2022-02-24,"Aerobics, general",Cardio,795.0,108,,,,,
2022-02-24,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,6736,
2022-02-25,Garmin Connect calorie adjustment,Cardio,207.0,1,,,,2857,
2022-02-26,"Aerobics, general",Cardio,458.0,77,,,,,
2022-02-26,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,3379,
2022-02-27,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,5774,
2022-02-28,"Aerobics, general",Cardio,797.0,102,,,,,
2022-02-28,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,2735,
2022-03-01,"Aerobics, general",Cardio,649.0,54,,,,,
2022-03-01,"Aerobics, general",Cardio,873.0,129,,,,,
2022-03-01,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,7757,
2022-03-02,"Aerobics, general",Cardio,428.0,51,,,,,
2022-03-02,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,1701,
2022-03-03,"Aerobics, general",Cardio,296.0,23,,,,,
2022-03-03,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,6103,
2022-03-04,"Aerobics, general",Cardio,638.0,89,,,,,
2022-03-04,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,4217,
2022-03-05,"Aerobics, general",Cardio,453.0,44,,,,,
2022-03-05,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,6404,
2022-03-06,"Aerobics, general",Cardio,494.0,47,,,,,
2022-03-06,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,3230,
2022-03-07,"Aerobics, general",Cardio,408.0,44,,,,,
2022-03-07,"Aerobics, general",Cardio,840.0,101,,,,,
2022-03-07,"Aerobics, general",Cardio,61.0,5,,,,,
2022-03-07,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,5835,
2022-03-08,"Aerobics, general",Cardio,841.0,129,,,,,
2022-03-08,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,3382,
2022-03-08,orangetheory class,Cardio,939.0,55,,,,,
2022-03-09,"Aerobics, general",Cardio,890.0,126,,,,,
2022-03-09,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,3601,
2022-03-10,"Aerobics, general",Cardio,782.0,60,,,,,
2022-03-10,"Aerobics, general",Cardio,700.0,101,,,,,
2022-03-10,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,6393,
2022-03-11,"Aerobics, general",Cardio,572.0,70,,,,,
2022-03-11,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,3271,
2022-03-12,"Aerobics, general",Cardio,630.0,72,,,,,
2022-03-12,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,5203,
2022-03-13,"Aerobics, general",Cardio,784.0,68,,,,,
2022-03-13,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,5409,
2022-03-14,"Aerobics, general",Cardio,873.0,110,,,,,
2022-03-14,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,2949,
2022-03-15,"Aerobics, general",Cardio,821.0,59,,,,,
2022-03-15,"Aerobics, general",Cardio,691.0,84,,,,,
2022-03-15,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,7028,
2022-03-16,"Aerobics, general",Cardio,604.0,82,,,,,
2022-03-16,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,2957,
2022-03-17,"Aerobics, general",Cardio,742.0,58,,,,,
2022-03-17,"Aerobics, general",Cardio,685.0,104,,,,,
2022-03-17,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,6901,
2022-03-18,"Aerobics, general",Cardio,509.0,59,,,,,
2022-03-18,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,3573,
2022-03-19,"Aerobics, general",Cardio,683.0,87,,,,,
2022-03-19,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,4940,
2022-03-20,"Aerobics, general",Cardio,292.0,25,,,,,
2022-03-20,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,5619,
2022-03-21,"Aerobics, general",Cardio,690.0,71,,,,,
2022-03-21,"Aerobics, general",Cardio,797.0,111,,,,,
2022-03-21,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,8441,
2022-03-22,"Aerobics, general",Cardio,265.0,20,,,,,
2022-03-22,Garmin Connect calorie adjustment,Cardio,150.0,1,,,,3894,
2022-03-23,"Aerobics, general",Cardio,913.0,127,,,,,
2022-03-23,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,3299,
2022-03-24,"Aerobics, general",Cardio,812.0,59,,,,,
2022-03-24,"Aerobics, general",Cardio,783.0,87,,,,,
2022-03-24,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,8720,
2022-03-25,"Aerobics, general",Cardio,218.0,29,,,,,
2022-03-25,"Aerobics, general",Cardio,17.0,2,,,,,
2022-03-25,"Aerobics, general",Cardio,97.0,11,,,,,
2022-03-25,"Aerobics, general",Cardio,534.0,72,,,,,
2022-03-25,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,5914,
2022-03-26,"Aerobics, general",Cardio,600.0,80,,,,,
2022-03-26,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,3713,
2022-03-27,"Aerobics, general",Cardio,654.0,51,,,,,
2022-03-27,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,4681,
2022-03-28,"Aerobics, general",Cardio,375.0,34,,,,,
2022-03-28,"Aerobics, general",Cardio,610.0,83,,,,,
2022-03-28,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,4591,
2022-03-29,"Aerobics, general",Cardio,776.0,71,,,,,
2022-03-29,"Aerobics, general",Cardio,803.0,104,,,,,
2022-03-29,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,6780,
2022-03-30,Garmin Connect calorie adjustment,Cardio,186.0,1,,,,7173,
2022-03-31,"Aerobics, general",Cardio,540.0,60,,,,,
2022-03-31,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,2139,
2022-04-01,"Aerobics, general",Cardio,739.0,86,,,,,
2022-04-01,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,2732,
2022-04-02,Garmin Connect calorie adjustment,Cardio,231.0,1,,,,2866,
2022-04-03,"Aerobics, general",Cardio,754.0,60,,,,,
2022-04-03,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,4772,
2022-04-04,"Aerobics, general",Cardio,712.0,91,,,,,
2022-04-04,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,6225,
2022-04-05,"Aerobics, general",Cardio,841.0,67,,,,,
2022-04-05,"Aerobics, general",Cardio,849.0,95,,,,,
2022-04-05,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,7569,
2022-04-06,"Aerobics, general",Cardio,357.0,43,,,,,
2022-04-06,Garmin Connect calorie adjustment,Cardio,207.0,1,,,,9158,
2022-04-07,"Aerobics, general",Cardio,739.0,62,,,,,
2022-04-07,"Aerobics, general",Cardio,856.0,113,,,,,
2022-04-07,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,7854,
2022-04-08,"Aerobics, general",Cardio,579.0,76,,,,,
2022-04-08,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,2708,
2022-04-10,"Aerobics, general",Cardio,779.0,90,,,,,
2022-04-10,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,4095,
2022-04-12,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,473,
2022-04-14,"Aerobics, general",Cardio,319.0,38,,,,,
2022-04-14,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,1206,
2022-04-15,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,1077,
2022-04-16,"Aerobics, general",Cardio,579.0,67,,,,,
2022-04-16,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,6241,
2022-04-17,"Aerobics, general",Cardio,420.0,54,,,,,
2022-04-17,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,4043,
2022-04-18,"Aerobics, general",Cardio,402.0,56,,,,,
2022-04-18,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,2159,
2022-04-19,"Aerobics, general",Cardio,797.0,61,,,,,
2022-04-19,"Aerobics, general",Cardio,608.0,69,,,,,
2022-04-19,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,13435,
2022-04-20,"Aerobics, general",Cardio,543.0,80,,,,,
2022-04-20,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,5915,
2022-04-20,"Walking, 3.0 mph, mod. pace",Cardio,174.0,33,,,,,
2022-04-21,"Aerobics, general",Cardio,730.0,58,,,,,
2022-04-21,"Aerobics, general",Cardio,161.0,14,,,,,
2022-04-21,"Aerobics, general",Cardio,482.0,71,,,,,
2022-04-21,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,6490,
2022-04-22,"Aerobics, general",Cardio,113.0,8,,,,,
2022-04-22,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,3602,
2022-04-23,"Aerobics, general",Cardio,843.0,101,,,,,
2022-04-23,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,4169,
2022-04-24,Garmin Connect calorie adjustment,Cardio,114.0,1,,,,482,
2022-04-25,"Aerobics, general",Cardio,734.0,57,,,,,
2022-04-25,"Aerobics, general",Cardio,808.0,93,,,,,
2022-04-25,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,7240,
2022-04-26,"Aerobics, general",Cardio,672.0,92,,,,,
2022-04-26,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,2792,
2022-04-27,"Aerobics, general",Cardio,677.0,76,,,,,
2022-04-27,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,10411,
2022-04-28,"Aerobics, general",Cardio,775.0,58,,,,,
2022-04-28,"Aerobics, general",Cardio,465.0,62,,,,,
2022-04-28,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,6713,
2022-04-29,"Aerobics, general",Cardio,324.0,33,,,,,
2022-04-29,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,10061,
2022-04-30,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,7639,
2022-05-01,Garmin Connect calorie adjustment,Cardio,160.0,1,,,,2194,
2022-05-02,"Aerobics, general",Cardio,461.0,53,,,,,
2022-05-02,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,11385,
2022-05-03,"Aerobics, general",Cardio,200.0,16,,,,,
2022-05-03,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,3384,
2022-05-04,"Aerobics, general",Cardio,663.0,55,,,,,
2022-05-04,"Aerobics, general",Cardio,784.0,92,,,,,
2022-05-04,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,7407,
2022-05-05,Garmin Connect calorie adjustment,Cardio,166.0,1,,,,11108,
2022-05-06,"Aerobics, general",Cardio,386.0,48,,,,,
2022-05-06,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,2748,
2022-05-07,"Aerobics, general",Cardio,784.0,62,,,,,
2022-05-07,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,8547,
2022-05-08,"Aerobics, general",Cardio,276.0,20,,,,,
2022-05-08,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,16189,
2022-05-09,"Aerobics, general",Cardio,236.0,16,,,,,
2022-05-09,"Aerobics, general",Cardio,678.0,98,,,,,
2022-05-09,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,7419,
2022-05-10,"Aerobics, general",Cardio,719.0,60,,,,,
2022-05-10,"Aerobics, general",Cardio,566.0,77,,,,,
2022-05-10,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,7194,
2022-05-11,"Aerobics, general",Cardio,295.0,23,,,,,
2022-05-11,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,4053,
2022-05-12,"Aerobics, general",Cardio,592.0,71,,,,,
2022-05-12,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,2599,
2022-05-13,"Aerobics, general",Cardio,864.0,105,,,,,
2022-05-13,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,4672,
2022-05-14,"Aerobics, general",Cardio,784.0,60,,,,,
2022-05-14,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,10162,
2022-05-15,"Aerobics, general",Cardio,579.0,71,,,,,
2022-05-15,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,4087,
2022-05-16,"Aerobics, general",Cardio,714.0,56,,,,,
2022-05-16,"Aerobics, general",Cardio,788.0,92,,,,,
2022-05-16,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,7361,
2022-05-17,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,7375,
2022-05-18,"Aerobics, general",Cardio,768.0,100,,,,,
2022-05-18,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,2486,
2022-05-19,"Aerobics, general",Cardio,725.0,58,,,,,
2022-05-19,"Aerobics, general",Cardio,337.0,37,,,,,
2022-05-19,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,7248,
2022-05-20,"Aerobics, general",Cardio,570.0,66,,,,,
2022-05-20,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,2934,
2022-05-21,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,5642,
2022-05-22,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,294,
2022-05-23,"Aerobics, general",Cardio,915.0,109,,,,,
2022-05-23,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,4871,
2022-05-24,"Aerobics, general",Cardio,904.0,112,,,,,
2022-05-24,Garmin Connect calorie adjustment,Cardio,50.0,1,,,,9814,
2022-05-25,"Aerobics, general",Cardio,813.0,91,,,,,
2022-05-25,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,5142,
2022-05-26,"Aerobics, general",Cardio,771.0,62,,,,,
2022-05-26,"Aerobics, general",Cardio,992.0,113,,,,,
2022-05-26,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,7885,
2022-05-27,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,1345,
2022-05-28,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,9687,
2022-05-29,"Aerobics, general",Cardio,825.0,116,,,,,
2022-05-29,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,8868,
2022-05-30,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,5418,
2022-05-31,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,4174,
