Date,Meal,Calories,Fat (g),Saturated Fat,Polyunsaturated Fat,Monounsaturated Fat,Trans Fat,Cholesterol,Sodium (mg),Potassium,Carbohydrates (g),Fiber,Sugar,Protein (g),Vitamin A,Vitamin C,Calcium,Iron,Note
2020-02-05,Snacks,314.0,13.6,3.5,2.0,4.5,0.0,0.0,20.0,171.0,48.5,10.0,20.0,5.0,20.0,28.0,2.0,6.0,
2020-02-06,Breakfast,453.7,9.8,1.6,0.1,0.0,0.0,190.0,501.0,1002.0,49.2,5.1,14.0,48.9,57.0,684.0,16.0,11.0,
2020-02-06,Lunch,1071.3,41.9,7.7,6.2,13.0,0.2,21.8,79.1,1339.8,51.3,16.4,7.9,122.0,44.5,55.8,175.5,30.4,
2020-02-06,Dinner,1916.0,48.0,23.2,0.0,0.0,0.0,0.0,4967.0,620.0,280.6,0.0,13.0,78.4,0.0,100.0,6.0,0.0,
2020-02-07,Breakfast,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0,190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2020-02-10,Breakfast,312.5,2.8,0.0,0.0,0.0,0.0,10.0,370.0,710.0,7.0,2.0,0.0,77.0,50.0,667.0,14.0,0.0,
2020-02-10,Lunch,400.0,22.0,9.0,0.0,0.0,0.4,110.0,1150.0,0.0,11.0,3.0,4.0,43.0,10.0,190.0,6.0,25.0,
2020-02-10,Dinner,768.8,51.6,29.9,0.0,0.0,0.9,456.5,172.5,248.2,7.5,0.0,0.0,73.5,12.0,0.0,544.9,10.2,
2020-02-10,Snacks,76.2,6.7,0.6,2.0,3.9,0.0,0.0,0.1,92.3,2.7,1.6,0.5,2.7,0.0,0.0,32.4,0.5,
2020-02-11,Breakfast,387.5,12.8,3.0,0.0,0.0,0.0,375.0,790.0,780.0,23.0,3.0,0.0,57.2,62.0,250.0,14.0,14.0,
2020-02-11,Lunch,616.7,11.4,0.1,0.2,0.1,0.0,0.0,1.0,340.6,19.2,5.4,0.3,103.4,0.0,1.9,2.9,15.2,
2020-02-11,Dinner,154.5,10.9,7.3,0.0,0.0,0.4,36.4,13.6,45.5,1.8,0.0,0.0,12.7,0.0,0.0,227.3,0.9,
2020-02-11,Snacks,798.8,29.7,5.4,5.0,5.5,0.0,3.8,622.2,471.0,116.7,16.6,34.4,29.1,35.0,57.5,26.0,33.1,
2020-02-12,Breakfast,167.5,1.8,0.0,0.0,0.0,0.0,5.0,520.0,630.0,5.0,2.0,0.0,42.2,50.0,250.0,10.0,0.0,
2020-02-12,Lunch,851.1,32.8,6.1,0.2,0.1,0.0,210.0,561.0,340.6,45.2,9.4,0.3,96.5,8.0,1.9,10.9,35.2,
2020-02-12,Snacks,278.7,13.4,3.5,0.0,0.0,0.0,0.0,50.0,209.4,32.4,3.7,9.7,9.6,0.0,0.0,4.0,11.7,
2020-02-13,Breakfast,272.5,2.2,0.1,0.1,0.0,0.0,5.0,521.0,1052.0,32.0,5.1,14.0,43.5,51.0,267.0,10.0,1.0,
2020-02-13,Lunch,591.1,14.3,1.2,2.7,1.1,0.1,5.0,179.8,548.5,25.6,7.1,1.8,86.1,140.7,15.6,5.6,17.9,
2020-02-13,Dinner,883.1,56.3,21.1,4.7,14.7,0.7,442.7,457.3,1138.9,52.6,14.0,4.0,48.4,16.0,24.0,465.5,24.8,
2020-02-13,Snacks,210.0,16.0,1.5,0.0,0.0,0.0,0.0,140.0,190.0,13.0,5.0,5.0,6.0,0.0,0.0,6.0,6.0,
2020-02-14,Breakfast,587.4,20.5,5.1,0.2,0.1,0.0,175.0,706.0,1145.6,26.7,8.7,1.1,86.1,190.5,264.4,23.4,37.7,
2020-02-14,Lunch,203.7,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.9,0.0,0.0,0.0,0.0,
2020-02-14,Snacks,262.5,15.5,2.8,0.0,0.0,0.0,0.0,45.0,190.0,26.0,3.5,14.3,7.3,2.0,2.0,5.0,7.0,
2020-02-15,Breakfast,341.2,6.5,1.6,0.1,0.0,0.0,190.0,141.0,762.0,31.2,4.1,14.0,45.9,7.0,17.0,2.0,5.0,
2020-02-15,Lunch,608.0,24.5,14.5,0.0,0.0,0.0,50.0,550.0,0.0,80.0,0.0,50.0,19.0,30.0,18.0,19.0,24.0,
2020-02-16,Breakfast,804.8,21.4,3.3,0.2,0.0,0.0,195.0,881.1,1975.4,68.3,10.8,30.2,102.9,58.0,284.0,12.0,9.1,
2020-02-16,Snacks,56.5,3.6,0.4,0.0,0.0,0.0,0.0,58.5,123.0,7.8,0.4,0.2,0.6,15.0,103.0,15.0,0.8,
2020-02-18,Breakfast,299.2,2.9,0.4,0.1,0.0,0.0,5.0,91.8,692.0,36.7,5.3,15.2,36.8,51.0,267.0,10.0,1.3,
2020-02-18,Lunch,672.3,21.4,0.1,0.2,0.1,0.0,0.0,111.0,358.5,20.2,5.7,0.3,103.8,0.0,2.0,3.0,16.0,
2020-02-18,Dinner,1116.9,62.4,17.7,7.6,2.7,0.5,422.0,1184.3,694.9,80.3,10.1,12.9,61.2,18.8,2.0,249.2,34.5,
2020-02-18,Snacks,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,4.0,9.0,1.0,0.0,8.0,0.0,0.0,
2020-02-19,Breakfast,272.5,2.2,0.1,0.1,0.0,0.0,5.0,71.0,692.0,32.0,5.1,14.0,36.5,51.0,267.0,10.0,1.0,
2020-02-19,Lunch,672.3,21.4,0.1,0.2,0.1,0.0,0.0,111.0,358.5,20.2,5.7,0.3,103.8,0.0,2.0,3.0,16.0,
2020-02-19,Dinner,649.1,35.3,18.0,2.0,0.7,0.7,442.7,447.3,430.9,40.6,4.0,3.0,45.5,12.0,0.0,464.5,20.8,
2020-02-19,Snacks,253.3,14.3,2.0,0.0,0.0,0.0,0.0,51.7,190.0,26.3,3.3,11.3,6.7,2.0,2.0,4.0,6.7,
2020-02-20,Breakfast,377.5,2.6,0.2,0.2,0.0,0.0,5.0,72.0,1114.0,59.0,8.2,28.0,37.8,52.0,284.0,10.0,2.0,
2020-02-20,Lunch,348.5,25.7,4.4,0.0,0.0,0.0,176.0,322.0,175.0,2.5,1.3,0.8,40.9,136.9,12.5,2.5,20.1,
2020-02-20,Dinner,1033.1,39.0,20.4,0.0,0.0,0.7,442.7,646.9,338.5,111.0,6.5,9.4,67.0,18.0,10.0,463.5,47.8,
2020-02-20,Snacks,220.0,9.0,2.5,0.0,0.0,0.0,0.0,95.0,150.0,32.0,17.0,4.0,16.0,0.0,0.0,8.0,25.0,
2020-02-21,Breakfast,527.5,3.6,0.2,0.2,0.0,0.0,10.0,142.0,1384.0,62.0,9.2,28.0,72.8,52.0,284.0,10.0,2.0,
2020-02-21,Lunch,1048.6,37.9,2.5,0.2,0.1,0.0,0.0,487.3,1016.9,79.0,12.8,14.4,106.2,164.6,25.5,7.7,20.7,
2020-02-21,Dinner,770.0,40.9,14.0,4.7,10.9,162.0,0.0,622.0,518.0,59.7,5.2,6.3,42.0,3.0,1.0,47.0,265.0,
2020-02-22,Breakfast,650.7,28.3,6.4,1.2,0.5,0.0,176.0,392.6,458.5,46.2,9.2,4.3,57.9,4.4,2.0,6.0,41.9,
2020-02-22,Lunch,748.0,24.7,15.0,0.0,0.0,0.7,72.7,397.3,90.9,93.9,5.8,8.5,42.7,6.0,10.0,459.0,35.2,
2020-02-24,Breakfast,357.5,2.2,0.1,0.1,0.0,0.0,5.0,82.0,702.0,42.0,4.1,23.0,36.8,51.0,267.0,10.0,1.4,
2020-02-24,Lunch,559.3,21.0,0.0,0.0,0.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0,94.8,0.0,0.0,0.0,0.0,
2020-02-24,Dinner,827.8,48.3,21.6,2.0,0.7,0.8,452.9,723.8,551.2,45.0,6.6,3.8,57.1,15.1,3.1,529.1,24.2,
2020-02-24,Snacks,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,22.0,5.0,16.0,0.0,2.0,8.0,8.0,2.0,
2020-02-25,Breakfast,422.5,3.2,0.1,0.1,0.0,0.0,10.0,141.0,962.0,35.0,6.1,14.0,71.5,51.0,267.0,10.0,1.0,
2020-02-25,Lunch,610.0,45.0,10.5,0.0,0.0,0.0,262.5,390.0,0.0,0.0,0.0,0.0,63.0,7.0,0.0,7.0,28.0,
2020-02-25,Dinner,1082.1,47.1,18.0,0.0,0.0,1.0,476.8,397.2,895.1,100.4,46.5,21.0,65.6,25.6,0.0,511.9,33.1,
2020-02-25,Snacks,183.0,5.1,2.9,0.1,0.0,0.0,4.0,16.0,195.0,35.4,4.8,29.0,1.7,2.6,14.0,3.4,1.0,
2020-02-26,Breakfast,272.5,2.2,0.1,0.1,0.0,0.0,5.0,71.0,692.0,32.0,5.1,14.0,36.5,51.0,267.0,10.0,1.0,
2020-02-26,Lunch,564.3,21.0,0.0,0.0,0.0,0.0,0.0,133.8,0.0,0.8,0.3,0.3,95.3,20.0,0.0,2.0,0.0,
2020-02-26,Dinner,1022.5,57.6,26.6,3.0,1.0,1.1,477.6,644.2,574.5,63.7,7.3,5.8,66.7,12.0,0.0,685.7,29.7,
2020-02-26,Snacks,242.8,6.3,3.3,0.2,0.1,0.0,4.0,57.5,206.5,46.8,6.2,29.7,2.5,3.4,7.7,18.4,1.0,
2020-02-27,Breakfast,272.5,2.2,0.1,0.1,0.0,0.0,5.0,71.0,692.0,32.0,5.1,14.0,36.5,51.0,267.0,10.0,1.0,
2020-02-27,Lunch,656.7,32.4,8.4,0.0,0.0,0.0,210.0,247.8,0.0,0.8,0.3,0.3,88.8,25.6,0.0,7.6,22.4,
2020-02-27,Dinner,950.5,46.7,28.5,0.0,0.0,0.0,495.0,165.0,140.0,81.4,46.5,7.3,54.8,52.0,0.0,106.3,51.3,
2020-02-28,Breakfast,272.5,2.2,0.1,0.1,0.0,0.0,5.0,71.0,692.0,32.0,5.1,14.0,36.5,51.0,267.0,10.0,1.0,
2020-02-28,Lunch,799.3,25.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,107.8,0.0,0.0,0.0,0.0,
2020-02-28,Snacks,338.3,13.6,5.6,0.1,0.0,0.0,0.0,68.7,345.0,55.3,7.7,33.3,4.2,1.0,14.0,5.0,5.7,
2020-03-01,Breakfast,272.5,2.2,0.1,0.1,0.0,0.0,5.0,71.0,692.0,32.0,6.1,14.0,36.5,51.0,267.0,10.0,1.0,
2020-03-01,Lunch,1380.3,38.1,8.6,3.0,1.0,0.0,0.0,469.8,300.0,156.7,56.8,30.1,102.7,0.0,0.0,15.3,52.3,
2020-03-02,Breakfast,307.5,2.2,0.1,0.1,0.0,0.0,5.0,72.0,692.0,31.0,4.1,14.0,36.3,51.0,267.0,10.0,1.0,
2020-03-02,Lunch,559.3,21.0,0.0,0.0,0.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0,94.8,0.0,0.0,0.0,0.0,
2020-03-02,Dinner,640.0,35.3,19.7,1.0,0.0,0.0,453.3,426.7,298.0,41.3,8.0,5.3,44.0,38.7,0.0,74.7,33.3,
2020-03-02,Snacks,274.9,7.0,1.1,0.1,0.1,0.0,0.0,130.8,285.0,23.4,2.7,14.0,4.9,9.0,16.0,0.1,2.9,
2020-03-03,Breakfast,272.5,2.2,0.1,0.1,0.0,0.0,5.0,71.0,692.0,32.0,6.1,14.0,36.5,51.0,267.0,10.0,1.0,
2020-03-03,Lunch,679.3,26.0,0.5,0.0,0.0,0.0,20.0,310.0,0.0,13.0,2.0,0.0,102.8,0.0,0.0,0.0,0.0,
2020-03-03,Dinner,977.7,42.1,22.1,0.0,0.0,0.0,278.5,224.1,0.0,77.7,46.5,5.6,76.7,31.6,0.0,69.0,56.1,
2020-03-03,Snacks,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,36.0,5.0,26.0,0.0,2.0,8.0,8.0,2.0,
2020-03-04,Breakfast,272.5,2.2,0.1,0.1,0.0,0.0,5.0,71.0,692.0,32.0,6.1,14.0,36.5,51.0,267.0,10.0,1.0,
2020-03-04,Lunch,629.3,16.0,0.5,0.0,0.0,0.0,20.0,200.0,0.0,13.0,2.0,0.0,102.8,0.0,0.0,0.0,0.0,
2020-03-04,Dinner,649.1,33.8,17.5,1.0,0.0,0.7,442.7,437.3,388.9,41.6,8.0,2.0,49.5,12.0,0.0,462.5,21.8,
2020-03-04,Snacks,200.0,13.0,3.5,0.0,0.0,0.0,0.0,50.0,170.0,17.0,3.0,9.0,7.0,0.0,0.0,4.0,8.0,
2020-03-05,Breakfast,272.5,2.2,0.1,0.1,0.0,0.0,5.0,71.0,692.0,32.0,6.1,14.0,36.5,51.0,267.0,10.0,1.0,
2020-03-05,Lunch,1815.0,107.5,27.2,0.0,0.0,0.6,395.0,1815.0,0.0,94.0,11.0,15.0,120.0,32.0,80.0,16.0,40.0,
2020-03-06,Snacks,200.0,13.0,3.5,0.0,0.0,0.0,0.0,50.0,170.0,17.0,3.0,9.0,7.0,0.0,0.0,4.0,8.0,
2020-03-07,Breakfast,320.0,10.9,3.1,0.1,0.0,0.0,372.5,176.0,697.0,30.5,3.6,14.0,30.8,13.0,17.0,4.0,9.0,
2020-03-08,Breakfast,272.5,2.2,0.1,0.1,0.0,0.0,5.0,71.0,692.0,32.0,6.1,14.0,36.5,51.0,267.0,10.0,1.0,
2020-03-08,Lunch,586.0,17.9,3.2,3.0,9.8,0.0,144.0,457.0,763.0,40.2,0.0,9.4,63.2,0.0,0.0,0.0,6.0,
2020-03-09,Breakfast,307.5,2.2,0.1,0.1,0.0,0.0,5.0,72.0,692.0,31.0,4.1,14.0,36.3,51.0,267.0,10.0,1.0,
2020-03-09,Lunch,463.6,18.8,2.6,1.8,2.6,0.0,211.2,294.8,633.6,0.0,0.0,0.0,79.2,0.0,0.0,0.0,8.8,
2020-03-09,Dinner,782.9,49.4,26.8,0.5,0.0,1.1,666.3,386.7,428.1,26.6,4.0,1.0,62.9,18.0,0.0,703.5,20.8,
2020-03-09,Snacks,432.8,22.4,6.1,1.6,7.4,0.0,0.0,127.8,570.3,56.6,10.8,23.2,4.8,7.1,15.2,26.0,1.4,
2020-03-10,Breakfast,272.5,2.2,0.1,0.1,0.0,0.0,5.0,71.0,692.0,32.0,6.1,14.0,36.5,51.0,267.0,10.0,1.0,
2020-03-10,Lunch,563.6,29.7,4.4,1.8,2.6,0.0,215.7,449.3,633.6,0.9,0.0,0.9,79.2,0.0,0.0,0.0,8.8,
2020-03-10,Dinner,809.6,33.5,18.0,0.0,0.0,0.7,442.7,167.3,230.9,80.0,46.5,2.3,50.3,12.0,0.0,460.8,33.1,
2020-03-10,Snacks,200.0,15.0,3.0,0.0,0.0,0.0,0.0,125.0,190.0,16.0,7.0,5.0,6.0,0.0,0.0,6.0,8.0,
2020-03-11,Breakfast,1126.3,42.7,4.8,1.6,0.0,0.0,5.0,643.1,929.0,111.1,24.8,29.7,73.5,51.0,267.0,16.0,28.4,
2020-03-11,Lunch,705.8,22.1,6.4,0.0,0.0,0.0,240.0,260.3,0.0,66.3,3.2,3.2,66.6,6.0,0.0,2.1,50.3,
2020-03-11,Dinner,569.1,42.8,19.1,1.4,7.3,0.7,442.7,172.6,594.7,12.0,5.0,0.5,39.0,17.3,7.5,467.5,10.2,
2020-03-12,Breakfast,272.5,2.2,0.1,0.1,0.0,0.0,5.0,71.0,692.0,32.0,6.1,14.0,36.5,51.0,267.0,10.0,1.0,
2020-03-12,Lunch,736.0,26.6,29.3,1.8,2.6,0.0,275.2,441.1,633.6,26.7,3.5,4.4,104.2,0.0,0.0,0.0,8.8,
2020-03-12,Dinner,519.1,36.8,19.0,0.0,0.0,0.7,627.7,237.3,300.9,6.6,0.0,0.0,43.5,18.0,0.0,460.5,13.8,
2020-03-12,Snacks,354.8,16.5,3.5,0.2,0.1,0.0,0.0,183.5,416.5,52.4,12.8,24.7,7.3,1.8,7.7,20.0,11.0,
2020-03-13,Breakfast,272.5,2.2,0.1,0.1,0.0,0.0,5.0,71.0,692.0,32.0,6.1,14.0,36.5,51.0,267.0,10.0,1.0,
2020-03-13,Lunch,463.6,18.8,2.6,1.8,2.6,0.0,211.2,294.8,633.6,0.0,0.0,0.0,79.2,0.0,0.0,0.0,8.8,
2020-03-13,Snacks,570.0,13.0,1.9,0.0,0.0,0.0,0.0,40.0,0.0,105.0,10.0,26.0,11.0,80.0,80.0,2.0,24.0,
2020-03-14,Snacks,100.0,3.0,1.0,0.0,0.0,0.0,0.0,10.0,0.0,16.0,2.0,6.0,1.0,20.0,20.0,2.0,8.0,
2020-03-15,Breakfast,1136.3,51.1,7.9,0.2,0.0,0.0,380.0,446.1,1524.0,78.1,14.9,32.7,103.6,64.0,284.0,14.0,19.4,
2020-03-15,Dinner,474.1,29.6,11.9,0.0,0.0,0.0,0.0,237.0,0.0,41.5,0.0,8.9,5.9,0.0,0.0,3.0,0.0,
2020-03-16,Breakfast,272.5,2.2,0.1,0.1,0.0,0.0,5.0,71.0,692.0,32.0,6.1,14.0,36.5,51.0,267.0,10.0,1.0,
2020-03-16,Lunch,463.6,18.8,2.6,1.8,2.6,0.0,211.2,294.8,633.6,0.0,0.0,0.0,79.2,0.0,0.0,0.0,8.8,
2020-03-16,Dinner,809.6,33.5,18.0,0.0,0.0,0.7,442.7,167.3,230.9,80.0,46.5,2.3,50.3,12.0,0.0,460.8,33.1,
2020-03-16,Snacks,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,22.0,5.0,16.0,0.0,2.0,8.0,8.0,2.0,
2020-03-18,Breakfast,464.8,11.4,2.3,0.1,0.0,0.0,5.0,318.5,885.1,54.6,10.3,18.9,40.7,154.1,269.9,13.9,8.2,
2020-03-18,Lunch,261.6,12.6,0.9,0.0,0.0,0.0,114.6,242.3,0.0,0.0,0.0,0.0,45.9,0.0,3.5,3.5,7.1,
2020-03-18,Dinner,990.7,55.1,16.9,1.6,7.3,0.5,419.5,629.6,818.7,82.0,14.4,11.0,37.3,41.2,105.0,328.5,24.3,
2020-03-19,Breakfast,464.8,11.4,2.3,0.1,0.0,0.0,5.0,318.5,885.1,54.6,10.3,18.9,40.7,154.1,269.9,13.9,8.2,
2020-03-25,Breakfast,494.6,14.5,1.9,2.0,0.0,0.0,5.0,553.1,440.0,44.8,13.6,2.4,49.0,53.1,253.1,14.9,15.1,
2020-03-25,Lunch,490.5,12.4,2.8,0.0,0.0,0.0,113.2,799.0,0.0,40.0,2.0,2.0,51.3,20.0,15.2,11.2,30.3,
2020-03-25,Dinner,638.5,19.0,5.7,0.0,0.0,0.0,459.6,241.1,140.0,76.1,3.5,3.5,46.3,14.2,0.0,6.4,46.4,
2020-04-06,Breakfast,632.1,23.4,4.6,0.1,0.0,0.0,190.0,206.8,855.8,51.2,7.1,20.2,58.4,57.0,267.0,12.0,9.0,
2020-04-06,Dinner,720.0,60.0,21.0,0.0,0.0,0.0,120.0,1950.0,0.0,12.0,0.0,6.0,30.0,0.0,0.0,0.0,18.0,
2020-04-06,Snacks,180.0,5.0,1.0,0.0,0.0,0.4,0.0,140.0,0.0,30.0,2.0,12.0,4.0,8.0,0.0,4.0,4.0,
2020-07-27,Breakfast,330.0,12.5,3.5,1.0,0.5,0.0,390.0,390.0,315.0,36.0,4.0,4.0,20.0,20.0,0.0,10.0,22.0,
2020-08-24,Breakfast,298.7,2.2,0.7,0.3,0.0,0.0,35.0,116.9,686.6,46.2,5.4,23.7,27.2,1.9,46.1,25.6,5.6,
2020-08-24,Lunch,623.7,17.7,5.2,1.0,0.5,0.3,314.5,1089.1,406.4,41.9,4.0,8.9,67.2,19.4,2.6,27.3,22.6,
2020-08-24,Dinner,828.4,14.4,3.8,0.0,0.0,0.0,165.9,254.7,0.0,98.7,1.9,6.9,75.3,3.0,1.4,24.3,14.8,
2020-08-24,Snacks,570.0,31.9,1.4,0.2,0.8,0.0,0.8,6.5,0.0,64.3,0.0,3.5,5.9,0.0,0.0,0.0,0.6,
2020-08-25,Breakfast,287.5,2.1,0.7,0.2,0.0,0.0,35.0,116.5,633.0,43.5,4.7,22.0,27.0,1.5,25.5,20.0,5.5,
2020-08-25,Lunch,841.0,26.6,5.0,2.0,1.0,0.8,287.7,1402.1,581.4,79.3,8.0,16.3,51.0,32.9,0.0,47.6,30.7,
2020-08-25,Snacks,70.0,2.9,1.4,0.2,0.8,0.0,0.8,6.5,0.0,9.3,0.0,3.5,0.9,0.0,0.0,0.0,0.6,
2020-08-26,Breakfast,287.5,2.1,0.7,0.2,0.0,0.0,35.0,116.5,633.0,43.5,4.7,22.0,27.0,1.5,25.5,20.0,5.5,
2020-08-26,Lunch,981.6,33.6,5.8,0.4,0.0,0.5,121.9,410.7,346.5,115.1,4.4,16.0,46.0,23.5,71.7,22.2,15.9,
2020-08-26,Dinner,806.5,23.2,1.6,0.8,1.4,0.8,220.7,500.9,442.5,56.5,7.5,9.4,65.2,38.3,28.3,34.6,38.0,
2020-08-26,Snacks,100.0,3.0,1.0,0.0,0.0,0.0,0.0,10.0,0.0,16.0,2.0,6.0,1.0,20.0,20.0,2.0,8.0,
2020-08-28,Breakfast,287.5,2.1,0.7,0.2,0.0,0.0,35.0,116.5,633.0,43.5,4.7,22.0,27.0,1.5,25.5,20.0,5.5,
2020-08-28,Lunch,911.7,29.5,5.0,1.5,0.8,0.5,331.9,1064.3,797.7,72.7,9.0,22.7,78.5,29.6,72.6,31.1,35.2,
2020-08-31,Breakfast,465.0,12.5,6.0,1.0,0.5,0.0,0.0,397.5,175.0,74.5,4.0,19.5,11.5,0.0,0.0,8.0,15.0,
2020-08-31,Lunch,770.8,23.3,6.9,1.0,0.5,0.4,296.8,960.4,298.8,71.7,4.0,9.7,52.1,30.2,1.8,22.5,30.0,
2020-09-01,Breakfast,600.0,27.6,4.0,2.9,7.4,0.0,35.0,118.4,820.0,58.3,9.6,25.6,38.2,1.5,25.6,57.9,6.9,
2020-09-02,Breakfast,235.0,1.9,0.6,0.1,0.0,0.0,35.0,116.0,422.0,30.0,3.1,15.0,26.3,1.0,17.0,20.0,5.0,
2020-09-02,Lunch,446.0,16.8,2.8,1.0,0.5,0.0,202.5,879.4,703.4,46.1,7.0,6.1,27.8,10.0,0.0,11.0,25.0,
2020-09-02,Dinner,158.7,2.0,0.7,0.0,0.0,0.0,86.0,99.2,0.0,0.0,0.0,0.0,34.4,0.0,2.6,2.6,5.3,
2020-09-02,Snacks,143.0,7.6,2.4,0.0,0.0,0.0,0.0,19.5,0.0,15.3,0.4,5.7,2.7,0.0,0.4,0.0,6.8,
2020-09-03,Lunch,495.8,23.6,14.5,0.0,0.0,0.1,125.6,677.8,4.0,26.3,7.0,4.3,49.9,20.7,1.8,60.5,14.8,
2020-09-03,Snacks,115.8,8.3,2.6,1.0,3.4,0.0,0.0,10.0,0.0,8.0,0.1,1.4,2.2,0.0,0.1,0.2,1.0,
2020-09-06,Breakfast,373.0,7.3,2.1,0.1,0.0,0.0,230.0,400.2,707.2,31.8,3.1,15.8,46.7,11.0,17.0,22.0,11.0,
2020-09-06,Lunch,490.4,5.5,2.4,0.4,0.1,0.0,120.8,156.2,398.7,52.0,6.3,0.3,58.0,1.6,5.5,7.7,24.6,
2020-09-06,Dinner,640.0,36.8,20.2,2.0,0.7,0.0,473.3,426.7,340.0,40.3,4.0,6.3,40.0,46.7,0.0,76.7,36.3,
2020-09-06,Snacks,124.0,9.2,1.8,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.8,1.2,3.6,0.0,0.8,0.0,10.0,
2020-09-07,Breakfast,373.0,7.3,2.1,0.1,0.0,0.0,230.0,400.2,707.2,31.8,3.1,15.8,46.7,11.0,17.0,22.0,11.0,
2020-09-07,Lunch,938.0,43.0,22.5,0.0,0.0,0.5,75.0,1666.0,250.0,104.0,3.0,12.0,30.0,20.0,25.0,23.0,27.0,
2020-09-07,Snacks,207.3,14.4,4.4,0.0,0.0,0.2,9.0,66.1,8.6,14.7,1.3,7.8,4.4,0.8,6.8,1.6,13.2,
2020-09-08,Breakfast,351.0,8.7,1.5,0.1,0.0,0.0,35.0,116.4,146.1,42.9,4.3,27.2,27.4,4.1,6.3,28.2,4.2,
2020-09-08,Lunch,914.0,41.0,17.6,0.0,0.0,0.0,318.0,1632.2,634.2,66.1,5.0,8.0,69.2,24.0,11.0,9.0,54.0,
